,G_per_game,GS_per_game,MP_per_game,FG_college,FGA_college,FG%_college,3P_college,3PA_college,3P%_college,2P_college,2PA_college,2P%_college,eFG%_college,FT_college,FTA_college,FT%_college,ORB_college,DRB_college,TRB_college,AST_college,STL_college,BLK_college,TOV_college,PF_college,PTS_college,PER_college,TS%_college,3PAr_college,FTr_college,PProd,ORB%_college,DRB%_college,TRB%_college,AST%_college,STL%_college,BLK%_college,TOV%_college,USG%_college,OWS_college,DWS_college,WS_college,WS/40,OBPM_college,DBPM_college,BPM_college,POS_college,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT,PER_nba,TS%_nba,3PAr_nba,FTr_nba,ORB%_nba,DRB%_nba,TRB%_nba,AST%_nba,STL%_nba,BLK%_nba,TOV%_nba,USG%_nba,OWS_nba,DWS_nba,WS_nba,WS/48,OBPM_nba,DBPM_nba,BPM_nba,VORP,GP,GS,MP,FG_nba,FGA_nba,FG%_nba,3P_nba,3PA_nba,3P%_nba,2P_nba,2PA_nba,2P%_nba,eFG%_nba,FT_nba,FTA_nba,FT%_nba,ORB_nba,DRB_nba,TRB_nba,AST_nba,STL_nba,BLK_nba,TOV_nba,PF_nba,PTS_nba
TS%_college,-0.08235174458186728,0.0010799151955425072,-0.06583746123421945,0.18605288239318316,-0.1072210547132933,0.6527112714890637,-0.005307039256613298,-0.09888441492319244,0.10828098657416689,0.18980943711384332,-0.04502913428610918,0.6904033842310375,0.8569325445014857,0.33719994743999415,0.2799438602616582,0.23138200469710757,0.11230588160532283,0.0529005538687528,0.08343590134052811,-0.15850634796584925,-0.16495519859140476,0.15581568581042304,-0.03037900599298415,0.06466934522185111,0.24289413031739387,0.5612069617911203,1.0,-0.0804829126722496,0.43470749641044965,0.0696376491433792,0.20727714255501706,0.07828757639539825,0.16192094961481548,-0.18016332511749814,-0.17528873551715296,0.1699014858122685,-0.0086218116510269,0.05415857435094607,0.41463458502273465,-0.09714548951447684,0.2847698657763742,0.6001878812172871,0.5233800756607514,-0.051322575953262124,0.3729230176042902,,0.16180798459490897,0.1828297195589025,0.11295516994186014,-0.029206975091638592,-0.03687141863322118,0.17077301571093342,-0.08237713213065208,0.02035610195250097,-0.11503547027672428,-0.08740901547745203,0.15900179905206838,0.031129109514271325,0.16994371691847202,0.19859941393366634,,-0.024885576287156257,0.14549260089654226,0.17979088019308725,0.14566299415362277,0.28648502961436095,-0.01611717554863348,0.08743785676195326,0.19238861044027417,0.13187413293585037,0.16399058760523413,-0.15186099540625272,-0.25856350677746953,0.05381654064188719,-0.201385882701681,-0.06816809897682877,0.21043015186820113,-0.14994782637799517,0.10714888847772071,0.24428417447999368,0.15058236637981648,-0.13556695610708064,0.07440426702962605,0.06194565066692592,-0.07982395986356515,-0.11270651019642619,-0.10002479150821623,-0.0259616999791431,-0.0778124962377549,0.20308170097567468,-0.02559904646583359,-0.05515122324905645,0.07503576214226135,-0.017302941758091456,-0.07369369027022518,0.20521323778026695,0.26028175482397126,0.014527531297887765,-0.009934659249500282,0.15793560298549442,0.15874988059953363,0.021820345326240023,0.07314299883875597,-0.1266882435810488,-0.20556109848398338,0.033622725957182346,-0.16132021569567692,0.00013282927557296397,-0.018782303609845896
3PAr_college,-0.10746365724226943,-0.12908130168061716,0.1500041789824013,-0.06010686841496178,0.2438451513584645,-0.7108799000992766,0.8795515289338404,0.8818451011711489,0.624878711894205,-0.6301932002878717,-0.521067768981162,-0.3859159088614427,-0.1971710631725343,-0.045017449262959974,-0.2369269945975638,0.3155739425347749,-0.7511394301093639,-0.5103128522181826,-0.6512798935076849,0.36663600009783637,0.21613038021083109,-0.6348029951752655,-0.07344349657966354,-0.4107297747818352,0.13068396247506067,-0.31188263375718234,-0.0804829126722496,1.0,-0.508747591742702,0.04629766162555215,-0.7750188612296187,-0.6020025481213624,-0.7180718706140291,0.37593547824723605,0.20152772712809897,-0.6158533735476697,-0.3142253479726354,0.037685889954282854,0.06592537439625612,-0.3313179489638136,-0.0840113479844174,-0.15022362837514555,0.2022667641128145,-0.23226693015257374,0.02181678387164309,,-0.6197913608724797,-0.3590666952304014,0.007509560452014693,-0.05669774926266807,-0.6138647778770896,-0.6132370200700588,-0.4573261276569456,-0.31067333213548265,0.14342550189681935,0.33748141797190123,-0.21267259244362663,-0.10554481131951547,-0.27053733979386846,-0.18772732825565686,,-0.42266913404733697,-0.5533748155090444,-0.4586421537831385,-0.37663734397567206,-0.3019536527622963,0.6789251319140699,-0.5718821159236666,-0.6791641006582254,-0.6280776176105528,-0.6753107447793422,0.24133332520165512,0.1328017561836293,-0.5512700036334354,-0.280269670250211,0.09259753395727907,-0.10860600920215557,-0.15009364424854968,-0.13837332461413193,-0.40564560719582776,0.007480210300312514,-0.20718288034530374,-0.09037607238209318,-0.030430705586485824,0.06784971414825926,0.025819849945729157,0.20904390754137223,0.06642863669530666,0.2002133947060734,-0.6019885545244568,0.5660298283307326,0.5659253430799116,0.48305935400821615,-0.22656945706410672,-0.13084506177233382,-0.46826998859931096,-0.29382429639561936,-0.0695512823655711,-0.1588667706756205,0.42827468919368383,-0.635141689041389,-0.4559806142691076,-0.5534522574241785,0.23850687353844427,0.17706040618761618,-0.47272419482678646,0.037262919367284174,-0.3607601588514231,0.11728651770286935
FTr_college,0.011264402312248198,0.1774876217034312,0.06232989946195619,0.06820100727125536,-0.12264534304076746,0.44622647923015707,-0.42461380005066,-0.43828107580174075,-0.2626970958822616,0.34158807532304797,0.2562353472743318,0.256199103295941,0.21874169701356516,0.6306089830319322,0.7455480179003187,0.05624861426897762,0.33924291538957135,0.27902641289335783,0.3256082088608002,-0.00383772432774266,0.0543631580867658,0.230506899042376,0.33341107723499397,0.29134039762251523,0.18202334662125141,0.43995790750942515,0.43470749641044965,-0.508747591742702,1.0,0.15990399263364913,0.3443621016984181,0.25478611096153003,0.32308119517564665,-0.010309867315530588,0.014355557114125977,0.21962759745730928,0.3314102114135227,0.14629909786113598,0.21477521340026742,0.20376827190432426,0.25103599657976605,0.4321373179644655,0.17632617307186718,0.1608860052580281,0.22846453443219714,,0.2100956245805513,0.18024353404008028,0.07060551933109087,-0.04478145203435168,0.17924377816452744,0.2541157474090185,0.10279065335292403,0.029692817253475837,0.08511936558681796,-0.049110827855017705,0.017898555332360223,0.08225046539745752,-0.02598703341824085,0.2531655118649802,,0.06747672524564982,0.31043727188624326,0.2438968658849377,0.29568921343300986,0.11783344704279333,-0.4814885564605883,0.5668323651935153,0.4146997596379209,0.2626022716144484,0.33583033372708,0.09711534812666654,-0.08264723916189126,0.24270623799470392,0.26207363382673343,0.0059798252902601295,0.25324555637652585,0.0983135422372774,0.23027605093185236,0.27532717966924075,0.09097867224940616,0.057772170368011216,0.1110293946659601,0.15066417004833274,-0.018165716530986538,0.11957677224790782,0.033873689626665086,0.0437079354410103,-0.0216667750123394,0.32182163434921257,-0.31368874910609756,-0.2950891827240399,-0.3097239325323617,0.2285525259448561,0.19027707865386165,0.18613093421014393,0.047315806211643316,0.2696562368694974,0.3281217903926803,-0.2538301794054642,0.4397929314457352,0.25710611608586087,0.3419211731377848,0.1301374589572648,-0.022771878419498664,0.24260557235527708,0.14784455439559685,0.2441723688987372,0.041962814974589195
PProd,0.5559197204605067,0.723813407391781,0.7530295020000478,0.8292858265331979,0.8249134507025899,-0.1032724770984253,0.3530977897484812,0.38177264248463005,0.15847719583609465,0.5968835768639474,0.6815515190754231,-0.15465407372248732,-0.10150708439172068,0.6669559793005526,0.659261012406793,0.4316173665602069,0.09092902382299183,0.2998973957842694,0.2273041794434684,0.45438853047732125,0.33980561112307056,-0.166113823392229,0.5482492386525387,0.10613595395888495,0.8489950110302986,0.47616321213334434,0.0696376491433792,0.04629766162555215,0.15990399263364913,1.0,-0.10553289036683958,-0.06496169114593281,-0.07896283103480073,0.37652083206716835,0.12250546065809464,-0.26638284535311113,-0.1988708722574883,0.6298049781838371,0.8508544732243847,0.379365141159256,0.8339975028036873,0.43182731236625116,0.6378572893451099,-0.1073655170336315,0.42992840305893243,,-0.29808244649978016,-0.10214187195508172,0.08372793566852076,-0.11785096088419125,-0.3191776970830418,-0.32285375151467915,-0.22580442076317395,-0.297650514705562,-0.030655354538955338,0.06246537511856187,-0.08188874135556752,-0.05520936460991475,-0.21797485064189892,-0.08737191587848593,,-0.3092991323422748,-0.32782428277995196,-0.2937006640430768,0.003624824294202888,-0.22485948892181537,0.006529102741996285,-0.08090566262121432,-0.11521235262432637,-0.23888035271027966,-0.19983891543659704,0.20606740872106197,0.06768870734703361,-0.28478420688358796,-0.12313300262779005,0.13604776651306857,0.07568318584470372,0.017243656905968498,0.06440613883166645,-0.04539451779930359,0.10322740397471396,-0.17324425060568754,0.013372446847796676,0.09694763757000341,0.07191800910668224,0.059826051805588296,0.06183960486606226,0.03446273608081909,0.0854862279370491,-0.18709613065389366,0.06527561319160027,0.07527140000703307,-0.02579693996867465,0.006743400370004789,0.06982638430038543,-0.3043770413849414,-0.24810987573254104,0.05610942684456988,0.04091645404790108,0.10024055408534312,-0.08928255052337197,-0.12495159177673205,-0.12015074507274077,0.1668307983395591,0.05471440791309685,-0.23281998015061603,0.017426903893457437,-0.2223554979990607,0.045660424249676965
ORB%_college,0.12565042858405356,0.0789530144424137,-0.2671511593597631,0.03499848981655137,-0.2854395814327589,0.7442270199126428,-0.7341440978315793,-0.7459931161237479,-0.456449530920356,0.5126399519675454,0.34304175086650923,0.5821428908297132,0.40904058035499447,-0.10738282184041997,0.07840937457870646,-0.4252234800574623,0.9412869832341368,0.6323738469214486,0.8092453212970305,-0.6201822685250161,-0.2763160914333219,0.672051371783437,-0.12442249910682243,0.43986311064277706,-0.1719754667970318,0.41609017584616664,0.20727714255501706,-0.7750188612296187,0.3443621016984181,-0.10553289036683958,1.0,0.7751242673986378,0.9247999930559871,-0.6186081361799192,-0.22239281918239903,0.6673794204132429,0.10433092959191954,-0.07788989506209794,-0.03672460351974542,0.38512757813587245,0.1317176197452708,0.2616830503733444,-0.04813996428559934,0.1597629869568483,0.05424144557613551,,0.6834581995402376,0.5195658299008065,0.15375507659972226,0.12332651116865923,0.6743813100663575,0.715131624119203,0.5242354566795073,0.3493994388702745,-0.13686185322568514,-0.31616000893997903,0.25360722103460764,0.10861782495988216,0.28610986681557243,0.25927009322811084,,0.47638707221436,0.6259600285727945,0.5517033124876446,0.273963359002209,0.32225223825171245,-0.43569614527509093,0.4201293588168294,0.6958123344521707,0.7177792012423571,0.7409508208657735,-0.48164084079371927,-0.1779193962671254,0.532015236016378,0.12704487046102958,-0.1668999788995486,0.09505226242251474,0.25432561676198623,0.16506955167820833,0.36165997808493955,-0.026176745038551417,0.1748761343532872,0.057468542431923376,0.02865029654483377,0.02613518766178855,0.053071585671304405,-0.1587830579505874,-0.08540331194488622,-0.2120949711132015,0.5070899198472028,-0.4408660966538103,-0.44459308234903483,-0.3589877931003632,0.13386122362321834,0.02167205627337147,0.5051548765646519,0.3428932695436742,0.001373128762937883,0.0850762417292186,-0.3644795056018619,0.6870433162715242,0.5584902340255938,0.6439660606205642,-0.40845340005358205,-0.15689062328388614,0.476965737658429,-0.10929173147189088,0.39861859634419083,-0.12659310513317987
DRB%_college,0.0701656237428784,0.1216164262490512,-0.13890623996417326,0.08138825389356874,-0.14364598704687795,0.5025329106958488,-0.551151320499409,-0.5508819822915036,-0.3305673763424931,0.439197925943503,0.3368224632354815,0.3831346570557352,0.20800676708409924,-0.046471604752123495,0.09550552158936279,-0.2650715490211661,0.7585406062893127,0.8775809673349818,0.8809955305168912,-0.4882997389447995,-0.21165045919877118,0.6405593442951095,-0.009684760555425635,0.4638763386090458,-0.08072313696784729,0.4111279543149037,0.07828757639539825,-0.6020025481213624,0.25478611096153003,-0.06496169114593281,0.7751242673986378,1.0,0.9554311822209474,-0.46531534286715076,-0.20621537371201037,0.6241789018772513,0.12785267335436085,0.06023165766054674,-0.05334723865016167,0.47177022471878627,0.15357225725356885,0.24994910266687256,-0.0463462182048286,0.22924156552325256,0.09665416709338481,,0.6358004956992637,0.43218996638638685,0.08660494321998384,0.13564128655502558,0.6345284884964904,0.6459203545264127,0.49136778426418243,0.39673646063381984,-0.2301743507912324,-0.3361611085940291,0.23842974348058155,0.061395056875731935,0.32624128399782676,0.16401844132302038,,0.49688011868575155,0.48022906946590155,0.4432097926705398,0.2035509634764066,0.22782691188059892,-0.34084211916694096,0.31777460654877254,0.5317534035130584,0.6438220771838781,0.6285690905568935,-0.37721533443932054,-0.1395749258828869,0.501078152792491,0.21570352781334512,-0.16931930363891365,0.06687753242006637,0.28532942774103814,0.15392439541228248,0.30296837748250666,-0.04074408891018308,0.2772974984549057,0.09309485265443289,0.08895542294709889,0.045442340557008264,0.05568515874214818,-0.17609636807123513,-0.10854642671101133,-0.2080285984927716,0.40773285922631186,-0.3733934002053495,-0.36959829479858686,-0.3135551924062249,0.06748035768327794,-0.02901272539937696,0.4602622592636307,0.26345545749367827,-0.04625383370827382,0.01623211861475636,-0.35463641432028326,0.48664235957861374,0.48458199700076576,0.517932089594699,-0.31124302298560114,-0.15339981814952114,0.4715725487168009,-0.08921900416805173,0.3098531790145135,-0.14348590973430148
TRB%_college,0.11134077363816397,0.11273540224098245,-0.20682967891921303,0.06909574149160008,-0.2187093092756578,0.6546197577296282,-0.6676966403356346,-0.6749840969550237,-0.4028477237133648,0.50292844262869,0.35951899330212017,0.509338151190328,0.32734726064205727,-0.06784067592915706,0.10130288014427839,-0.3430649063710536,0.8842780733559888,0.8200365317267432,0.900882402637893,-0.5752585261515404,-0.2630573053332685,0.696148340402746,-0.060042029674859436,0.47964321553498873,-0.12135513692837127,0.44914293052866383,0.16192094961481548,-0.7180718706140291,0.32308119517564665,-0.07896283103480073,0.9247999930559871,0.9554311822209474,1.0,-0.5621455112625083,-0.23576217997344964,0.6844056536199619,0.1256128901223045,0.006329681011955533,-0.03662836377220657,0.46893885346909436,0.16581009064390745,0.28880763324486414,-0.03719234265570908,0.21938269458147347,0.09746143097282482,,0.6967750317065582,0.5003647615536577,0.12442723322242931,0.14438178933640133,0.6917772385728945,0.722206262443097,0.5347353307547252,0.39865424320088516,-0.20912442534118472,-0.35356902955625213,0.2615532837371983,0.08880825110635078,0.32926046880426313,0.2072377221085791,,0.5167453725961129,0.5717717117099982,0.5158578585093796,0.2519269944395264,0.2869758957219489,-0.40280478793186497,0.38327001618517165,0.6383251405234497,0.7206105844035448,0.720374729423581,-0.4463707678195363,-0.17380163103242374,0.5476630991262328,0.18251600150029534,-0.17345977817294359,0.08537223232089385,0.2920352085022548,0.1708589502061949,0.3491652197668244,-0.031454124955797455,0.24201791950241677,0.08467621373135159,0.06914297247246258,0.04260133230089373,0.05814592628563844,-0.1757895824002727,-0.09987628335284725,-0.21805523696410883,0.4783694104894626,-0.4227980318041639,-0.4222470973655452,-0.3466872984993756,0.10570047751014688,-0.004081433359207254,0.5086825130471363,0.31744267555333877,-0.023920828874515257,0.052227468149323664,-0.37523349853522997,0.6094981340012683,0.5545570025618664,0.612284989020607,-0.37234417315750745,-0.1675160949241104,0.5066267891871546,-0.10167813080746967,0.3647710219368017,-0.13979973828901088
AST%_college,-0.11949742618242039,0.1090363552989735,0.41576024598465255,0.20101706479521445,0.39897657061735675,-0.48728661672350676,0.44602036996879335,0.47531656190038246,0.2991853532715874,-0.08871021767794803,0.05546205834082352,-0.4641391975310898,-0.38126588561799246,0.35671393751816044,0.26655622877310997,0.36739385750964626,-0.5291184100479552,-0.2686545911621573,-0.3988590683785538,0.9639151499280985,0.6078852015364692,-0.47675759667674356,0.5555132703181622,-0.16005890515565407,0.3506579929450674,0.05480917496929723,-0.18016332511749814,0.37593547824723605,-0.010309867315530588,0.37652083206716835,-0.6186081361799192,-0.46531534286715076,-0.5621455112625083,1.0,0.5371836412434196,-0.5073369385649327,0.24753196301875785,0.3043049813652663,0.26058859521292543,0.009708237704113349,0.2111327115310856,0.1286324469802061,0.2965358646368816,0.11412681037555174,0.2929008610607312,,-0.6399931125464956,-0.5728312610879878,-0.2531778124232843,-0.05887412742211932,-0.6146506754349791,-0.6143000890239732,-0.5255356498406996,-0.41909137755844783,-0.046904522871679635,0.08997271917088118,-0.22110612880591105,0.12110896890955199,-0.19708158991589003,-0.21289835615040684,,-0.5229899542717218,-0.6636407092609325,-0.634874955462706,-0.0970396467582196,-0.4556407251155731,0.2180987194583143,-0.2973789029761947,-0.5212329399289872,-0.5596684637756394,-0.5705377303048285,0.7569660243368214,0.4638900883900161,-0.4247012106971215,0.1765451089296559,0.22868259621651124,-0.05069601683461943,-0.06107054774063013,-0.06208074451466746,-0.24962825472803996,0.07214133361911029,0.05504248497723804,0.0937520514903208,0.13218234933557887,-0.10241963316985317,0.03426644136847638,0.1783778770225798,0.0947197748441728,0.2125953978303247,-0.47978068193607165,0.25571131428439164,0.28872415282325475,0.19085517381090522,-0.019959414940421874,0.0963627273258348,-0.5214920101566802,-0.49322553512768963,0.05599415429116769,-0.001380106554474361,0.253186179938634,-0.47065970611098323,-0.35006839897913355,-0.41847766038973944,0.640249937776512,0.3964569130477116,-0.349739337273089,0.3013252371967808,-0.17828877429603998,0.11736540746585546
STL%_college,-0.14545949608683378,-0.07985522361562593,0.2014287102450852,0.05309189884814068,0.1963816068539369,-0.2991828939894226,0.2163687466122499,0.2656517496426578,0.20484812591584833,-0.08632644273141456,0.000252146757625231,-0.25683604482778977,-0.28337245880611633,0.18980467756814,0.1615611030477623,0.17196666748872175,-0.14592268138443384,-0.11358461179370513,-0.1341922148110034,0.4837630042045911,0.9380249617295556,-0.2458990598945973,0.25569726643390833,0.08323187977531857,0.14616562332785005,0.16194313647233344,-0.17528873551715296,0.20152772712809897,0.014355557114125977,0.12250546065809464,-0.22239281918239903,-0.20621537371201037,-0.23576217997344964,0.5371836412434196,1.0,-0.2632143321090855,0.09525799070649481,0.1184796677857668,0.07160239776417521,0.23554336215845845,0.15357687307087883,0.20110955044529494,0.20227897580881454,0.40509790957816827,0.38674535191516174,,-0.490865338761339,-0.30726562753834225,-0.03352211794284936,-0.05519546994251475,-0.3432730606950966,-0.4334049937553633,-0.21605100665973692,-0.2924778764414393,0.2282897535857178,0.17736107301308437,-0.11011690575905687,0.1181915700354306,-0.15719581831017637,0.008505439435711944,,-0.29420419276097254,-0.24744940782814978,-0.30758498390482314,-0.041827317126182845,-0.3764113777848323,0.13109223879738555,-0.14745094046768445,-0.27105376349194477,-0.3275728699540718,-0.3212776193750157,0.41501738541873867,0.7115561520175535,-0.23947664754765213,0.12659549782495874,0.12326141208720595,-0.07155040959273419,0.1676365622380289,0.00331059137959157,-0.13110757400586323,0.015392801307017673,0.2959544616628374,0.15381003791797696,0.13686485216981703,-0.04507056024128607,0.13847686579990087,0.2631352885487305,0.10673193457693554,0.19987874157998592,-0.37449193278867876,0.20483854771984147,0.23772942363337415,0.07055893146990909,0.024458253350093898,0.11563938361266862,-0.40541252985174864,-0.4226950760481119,0.0715900525404519,0.04818754485540156,0.10754037414180834,-0.21527480588911635,-0.14091030051880188,-0.178319555834504,0.41885721182955554,0.660822516966183,-0.1621046125519141,0.2595035269058437,0.068302435704324,0.12233222422516919
BLK%_college,-0.02382757022741354,-0.1042877686178123,-0.292516876350661,-0.10180440469849,-0.3400110697056457,0.6040259547403666,-0.6019681234344364,-0.6169801603625205,-0.440839659552877,0.29373092293194736,0.14825733451579942,0.48457176469820723,0.3251858691599836,-0.19161125938319162,-0.06042480408105646,-0.32275027911184384,0.5928140311967758,0.4633429641357017,0.5507564815297115,-0.5065468214364245,-0.30836962699134085,0.977391700182859,-0.16758825230237656,0.38734729825652975,-0.26086794383081013,0.3202735834362456,0.1699014858122685,-0.6158533735476697,0.21962759745730928,-0.26638284535311113,0.6673794204132429,0.6241789018772513,0.6844056536199619,-0.5073369385649327,-0.2632143321090855,1.0,0.12742402516744963,-0.16490417702518856,-0.2016329393092275,0.27545806151648644,-0.04733512187973505,0.15391024537525597,-0.20859327317136245,0.3557417000455002,0.04408613907758658,,0.6361403115187318,0.36649376086495494,0.0040252421578279044,0.1160117821703944,0.7103184715025882,0.7437797447781965,0.4366743990057999,0.33803944993456975,-0.10309202301100763,-0.3321420373669952,0.2429369546986145,0.2364792713811301,0.33448431863857786,0.16486968726140747,,0.4342166073603751,0.6532123835163399,0.5440849323607423,0.3021164292417226,0.3535071660067616,-0.4216749601566277,0.3956397842671175,0.6725737152652436,0.7318867848388367,0.7441071545311309,-0.45900858259279276,-0.18797734838809405,0.8300745220357102,0.11671900154234455,-0.17434378623686736,0.03739582188955575,0.1491014759025408,0.08301901234879272,0.3635689869525878,-0.060028988033110485,0.2355833415010832,0.05548677725142386,-0.02497109369936378,-0.10240531693548799,-0.08428645403788719,-0.30186784387086674,-0.16685585317942894,-0.29205605988465516,0.5338675993906149,-0.46114109084417304,-0.4703090607934445,-0.33315624224994994,0.04172078158112115,-0.07698304581511754,0.5928529966850669,0.3859395643510419,-0.09906711203393676,-0.026051976621901132,-0.3330600969298406,0.5906129478026493,0.40021640484893756,0.49892501766421005,-0.4353872401784598,-0.2513356572211212,0.7233049235039316,-0.20484578315312627,0.31701786046061314,-0.20934255375929733
TOV%_college,-0.23032177236638207,-0.03534565446511365,-0.1162855144514957,-0.26784672509742374,-0.31213552119880805,0.17697137108945235,-0.31216031047839937,-0.3183917923897586,-0.2576956063642951,-0.06503200545447495,-0.09424921541588252,0.03516920540378077,-0.01172661414692208,-0.011265257481610828,0.06755708264247906,-0.12117474259662107,0.04892128013559733,0.03215429695601594,0.04115411464696035,0.20398486211435773,0.05642767714357338,0.10619618949940483,0.5715910203481787,0.3074269028409496,-0.2427508248952419,-0.16041882349780426,-0.0086218116510269,-0.3142253479726354,0.3314102114135227,-0.1988708722574883,0.10433092959191954,0.12785267335436085,0.1256128901223045,0.24753196301875785,0.09525799070649481,0.12742402516744963,1.0,-0.081862338028461,-0.35403486550551644,-0.006218010040739944,-0.2856599176415268,-0.23832982109049955,-0.3865295714815212,0.14959802611881923,-0.21013822437496807,,0.07702841369326313,-0.1838924266936616,-0.2903015049226657,-0.09191263897253896,0.14722130054024965,0.13701193396356867,0.11268849404096688,0.14710549936497966,-0.15092925518151157,-0.1888007601922208,0.0842157301915199,0.15278083274667775,0.13469677490065513,-0.03794379845138083,,0.1580339952389991,0.13281026551061167,0.11225027043506701,-0.06942536872708557,-0.1152022817482815,-0.20348619278980362,0.15149519911500461,0.08463474328318324,0.12436933406394585,0.11088136183901647,0.18071545924849491,0.1758422924790894,0.11685416392415966,0.6022648777807932,-0.08204358565024199,-0.16604893722808456,-0.020058476963519624,-0.13642843281657702,-0.12734119695723545,-0.24526788469865268,0.17259251568433218,-0.14443865482860108,-0.11398756016005343,-0.16054908281967153,0.016226036546471836,-0.08170621690761541,-0.10852551420092625,-0.11952081298885155,0.0630326911288627,-0.2320261266210036,-0.2127417064306016,-0.1592789361645797,-0.010812001797102943,-0.016733965866034407,0.019379988399937435,-0.07898474727315631,-0.07223192769479223,-0.040191784946437804,-0.17130750196328737,0.09272454510261867,0.08025026803677979,0.08924420839192021,0.12717749042633109,0.09628817312700047,0.09362793920382566,0.20927793309279544,0.31954803203323445,-0.1277920293427061
USG%_college,-0.0019814947828783345,0.25530910551018754,0.3416609704189368,0.7714153302491492,0.7861632565843562,-0.12006896406158571,0.3350157971010201,0.36442849248613923,0.1394621064704837,0.5527478696088289,0.6483534411428294,-0.14823075257875054,-0.1350384928371188,0.6806547101002138,0.637261993461322,0.42448512672255856,-0.010090819337033019,0.20285414899998902,0.12212717919130789,0.22157572125545433,0.2165405858135681,-0.1297174864797629,0.6014677281393029,0.25562109578918,0.8133531344117487,0.5713940542022523,0.05415857435094607,0.037685889954282854,0.14629909786113598,0.6298049781838371,-0.07788989506209794,0.06023165766054674,0.006329681011955533,0.3043049813652663,0.1184796677857668,-0.16490417702518856,-0.081862338028461,1.0,0.44319018887794753,0.05209718619387667,0.37098856639328137,0.40904425403308764,0.4757779566911527,-0.19560126735625813,0.25448813155236977,,-0.1392228141635862,-0.023166541030324256,0.0727535587372439,-0.03120403492513986,-0.14029013667128035,-0.20734344353152878,-0.11877146143368228,-0.21749904157583777,0.039312247089692776,0.0029625783219201333,-0.06036613380587837,-0.06434999358435795,0.006305960843585646,0.05941696740270608,,-0.2102594609182792,-0.10884309124379422,-0.14882653928077214,0.08277072987180945,-0.07217260493160017,0.0932998758235535,-0.13520479815136285,-0.16934174308543717,-0.17861776120801276,-0.18327047358797963,0.1367693481989184,-0.018472520412425204,-0.19541513727063992,-0.06539689125399405,0.35270320343071876,0.10318409886136727,0.0983067426954669,0.1143450207615781,-0.06434835229558301,0.1826319956090575,-0.2280384315918755,0.06060936343373378,0.1616647557900706,0.10472022839064066,0.21250084676341124,0.22355139840974944,0.27751467317975137,0.31906213870607825,-0.12418905974820672,0.3150451149645255,0.32241060322658965,0.13593013590412129,0.18003356948111726,0.22814567699689337,-0.1434930330038954,-0.10101878298655892,0.17566532256533515,0.14042915627077038,0.15617692616811807,-0.1220791614096924,0.009128106774152064,-0.040287646334688364,0.1802557008388984,0.09747718542787999,-0.11086742136401126,0.23875287569160034,0.07880954138180019,0.28149528933714096
OWS_college,0.46747056969327855,0.566818128650332,0.5925092164466895,0.703380357210944,0.6091100150620232,0.09653690763112502,0.30400812884174727,0.29500973581429074,0.21269029061960723,0.5029522450192425,0.49019023591361377,0.09624758197727439,0.19929735484872682,0.6440275381744359,0.5727366995063657,0.4813637006936262,0.08792874466121572,0.22563534112749056,0.1804741586575946,0.34106450191791315,0.2373149333491092,-0.13296705252625401,0.23323681800233018,-0.07104065747718528,0.7496762974795689,0.6386193142165258,0.41463458502273465,0.06592537439625612,0.21477521340026742,0.8508544732243847,-0.03672460351974542,-0.05334723865016167,-0.03662836377220657,0.26058859521292543,0.07160239776417521,-0.2016329393092275,-0.35403486550551644,0.44319018887794753,1.0,0.2989790434819934,0.9176486662564232,0.673736960762706,0.8220343697483457,-0.07036016179916979,0.5925389019794001,,-0.21757188395744761,-0.055335397763657306,0.08734275794934519,-0.11564002352464746,-0.3536093882531652,-0.254387950511347,-0.29363039502140226,-0.25282752726176666,-0.07028796827962633,0.039039517774189784,-0.0271498477507688,0.0041846418222171045,-0.13313612825181761,0.019551538752103418,,-0.3094075484169464,-0.3028428997879452,-0.2545496827476501,0.07152915233267383,-0.1182645875960926,0.027977203586150457,-0.04878259612155511,-0.05662253158431627,-0.18338076297231642,-0.1404777231449163,0.1543134184271205,-0.011266928583364103,-0.25397926257784936,-0.28965763606788797,0.07285358307394309,0.1713082680031082,-0.07937588785312089,0.1029670328922704,0.10013786581736675,0.18969806888498383,-0.15576424850291742,0.10117826230380562,0.14354575521555768,0.009042257053489803,-0.048135175530032395,-0.017402246789918897,-0.01954005801944379,0.020386704457285465,-0.15171884911414596,0.03537516933349608,0.03302431256101448,0.0289582306901388,-0.04454019850455012,0.005092229266804801,-0.256451931150066,-0.18143916496776694,0.0716235541523994,0.03586855901073053,0.19406747009555445,-0.07144878119639607,-0.1579661183063997,-0.13658022909074918,0.1102121986645841,-0.021219917230618616,-0.22334564502018628,-0.11556906315784402,-0.2975492403113156,0.006752109302892072
