Season,Team,Conf_per_game,Class_per_game,Pos_per_game,G_per_game,GS_per_game,MP_per_game,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_per_game,PlayerName_per_game,CollegeID_per_game,Conf_adv,Class_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_adv,PlayerName_adv,CollegeID_adv,PlayerName,CollegeID
2019-20,Memphis,AAC,FR,F,31,31,30.4,5.9,11.9,0.493,0.4,1.3,0.325,5.5,10.6,0.514,0.511,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,,Precious Achiuwa,precious-achiuwa-1,AAC,FR,F,31,31,943,23.3,0.534,0.108,0.507,460,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,,Precious Achiuwa,precious-achiuwa-1,Precious Achiuwa,precious-achiuwa-1
2010-11,Baylor,Big 12,JR,F,31,18,31.0,4.4,8.3,0.535,0.0,0.1,0.0,4.4,8.2,0.539,0.535,3.6,5.2,0.685,2.8,4.8,7.6,0.9,0.9,1.5,2.1,2.5,12.4,,Quincy Acy,quincy-acy-1,Big 12,JR,F,31,18,960,21.8,0.578,0.008,0.633,376.0,11.5,18.4,15.1,6.3,1.8,5.3,16.3,21.2,2.3,1.9,4.2,0.177,2.8,2.4,5.2,,Quincy Acy,quincy-acy-1,Quincy Acy,quincy-acy-1
2011-12,Baylor,Big 12,SR,F,38,38,29.7,4.2,7.2,0.577,0.1,0.1,0.6,4.1,7.1,0.576,0.582,3.6,4.6,0.782,2.6,4.8,7.4,1.0,0.9,1.8,1.9,3.1,12.0,,Quincy Acy,quincy-acy-1,Big 12,SR,F,38,38,1130,23.5,0.638,0.018,0.635,436.0,10.9,20.0,15.5,6.5,1.8,6.6,16.6,19.0,3.5,2.0,5.6,0.198,3.4,3.4,6.9,,Quincy Acy,quincy-acy-1,Quincy Acy,quincy-acy-1
2014-15,St. Bonaventure,A-10,FR,G,22,22,32.5,2.8,7.2,0.386,1.5,4.8,0.324,1.2,2.4,0.509,0.494,3.0,3.8,0.783,0.3,2.2,2.5,4.5,1.1,0.0,2.0,2.1,10.0,,Jaylen Adams,jaylen-adams-1,A-10,FR,G,22,22,714,15.6,0.56,0.665,0.525,236,1.0,7.9,4.4,27.7,2.2,0.2,17.9,17.4,1.5,0.9,2.3,0.132,1.4,0.5,1.9,,Jaylen Adams,jaylen-adams-1,Jaylen Adams,jaylen-adams-1
2015-16,St. Bonaventure,A-10,SO,G,30,30,37.5,5.0,11.2,0.445,2.8,6.4,0.438,2.2,4.8,0.455,0.57,5.1,5.8,0.874,0.8,2.9,3.7,5.0,1.3,0.3,2.7,2.7,17.9,,Jaylen Adams,jaylen-adams-1,A-10,SO,G,30,30,1125,22.0,0.639,0.57,0.519,544,2.3,8.5,5.5,25.8,2.1,0.9,16.3,22.2,4.1,1.0,5.1,0.181,6.0,0.4,6.4,,Jaylen Adams,jaylen-adams-1,Jaylen Adams,jaylen-adams-1
2016-17,St. Bonaventure,A-10,JR,G,30,29,37.4,5.6,13.4,0.419,2.6,7.2,0.356,3.0,6.2,0.492,0.515,6.9,8.4,0.821,0.6,3.1,3.7,6.5,2.1,0.2,3.4,2.8,20.6,,Jaylen Adams,jaylen-adams-1,A-10,JR,G,30,29,1123,24.5,0.595,0.539,0.626,641,1.8,9.5,5.7,35.4,3.1,0.5,16.5,27.1,4.1,1.5,5.6,0.199,6.0,1.7,7.7,,Jaylen Adams,jaylen-adams-1,Jaylen Adams,jaylen-adams-1
2017-18,St. Bonaventure,A-10,SR,G,28,27,37.0,5.5,12.5,0.437,2.7,6.1,0.436,2.8,6.4,0.438,0.544,5.5,6.5,0.851,0.4,3.0,3.4,5.2,1.5,0.3,3.1,2.9,19.1,,Jaylen Adams,jaylen-adams-1,A-10,SR,G,28,27,1036,21.9,0.614,0.491,0.517,534,1.4,9.1,5.3,28.6,2.4,0.9,16.5,25.5,3.3,1.4,4.7,0.182,5.1,1.6,6.8,,Jaylen Adams,jaylen-adams-1,Jaylen Adams,jaylen-adams-1
2012-13,UCLA,Pac-12,FR,G,33,27,30.3,5.0,11.2,0.447,1.4,4.5,0.307,3.6,6.6,0.543,0.509,3.9,4.6,0.843,0.6,3.2,3.8,1.8,2.2,0.4,1.2,2.1,15.3,,Jordan Adams,jordan-adams-1,Pac-12,FR,G,33,27,999,23.7,0.572,0.407,0.415,447,2.4,12.2,7.2,11.3,4.2,1.1,8.3,24.0,3.2,1.6,4.8,0.191,5.2,4.1,9.3,,Jordan Adams,jordan-adams-1,Jordan Adams,jordan-adams-1
2013-14,UCLA,Pac-12,SO,G,36,36,30.1,5.8,11.9,0.485,1.4,4.1,0.356,4.3,7.9,0.551,0.545,4.4,5.3,0.836,1.9,3.5,5.3,2.3,2.6,0.1,1.5,2.2,17.4,,Jordan Adams,jordan-adams-1,Pac-12,SO,G,36,36,1082,28.3,0.603,0.34,0.441,594,7.5,13.1,10.4,14.7,5.0,0.6,9.4,26.5,4.2,2.2,6.4,0.237,7.4,4.1,11.5,,Jordan Adams,jordan-adams-1,Jordan Adams,jordan-adams-1
2012-13,Pittsburgh,Big East,FR,C,32,32,23.4,3.1,5.5,0.571,0.0,0.0,3.1,5.5,0.571,0.571,1.0,2.2,0.443,2.8,3.5,6.3,0.6,0.7,2.0,1.1,1.6,7.2,,Steven Adams,steven-adams-1,Big East,FR,C,32,32,749,23.2,0.555,0.0,0.4,228,15.3,21.0,18.0,5.4,1.9,11.2,14.4,17.7,1.6,1.9,3.5,0.185,4.0,4.2,8.1,,Steven Adams,steven-adams-1,Steven Adams,steven-adams-1
2015-16,Louisville,ACC,FR,F,22,8,12.1,1.4,3.1,0.456,0.3,0.9,0.35,1.1,2.2,0.5,0.507,0.9,1.2,0.741,0.5,1.6,2.1,0.6,0.3,0.0,1.2,1.0,4.0,,Deng Adel,deng-adel-1,ACC,FR,F,22,8,267,11.5,0.551,0.294,0.397,85,4.3,15.4,9.9,9.0,1.4,0.4,24.3,20.0,0.1,0.5,0.7,0.104,-0.1,2.5,2.3,,Deng Adel,deng-adel-1,Deng Adel,deng-adel-1
2016-17,Louisville,ACC,SO,F,33,30,30.1,4.3,10.1,0.422,1.3,3.8,0.346,2.9,6.3,0.469,0.488,2.2,2.9,0.771,0.7,3.8,4.5,2.1,0.6,0.4,1.4,1.8,12.1,,Deng Adel,deng-adel-1,ACC,SO,F,33,30,993,16.3,0.527,0.38,0.287,377,2.5,13.9,8.2,12.7,1.2,1.4,10.6,21.0,2.1,1.7,3.7,0.15,3.6,2.8,6.4,,Deng Adel,deng-adel-1,Deng Adel,deng-adel-1
2017-18,Louisville,ACC,JR,F,34,33,33.1,5.2,11.7,0.448,1.5,4.2,0.35,3.8,7.5,0.504,0.511,3.0,3.9,0.786,0.6,4.5,5.2,2.8,0.6,0.3,2.3,1.4,15.0,,Deng Adel,deng-adel-1,ACC,JR,F,34,33,1126,17.3,0.554,0.36,0.33,487,2.3,14.3,8.6,16.5,1.1,1.0,14.4,24.1,2.0,1.5,3.6,0.127,3.4,1.3,4.6,,Deng Adel,deng-adel-1,Deng Adel,deng-adel-1
2018-19,Kansas,Big 12,FR,G,22,16,25.9,3.2,7.1,0.449,1.0,3.4,0.307,2.1,3.7,0.58,0.522,1.1,1.6,0.694,1.0,3.6,4.6,0.9,0.5,0.5,1.4,2.0,8.5,,Ochai Agbaji,ochai-agbaji-1,Big 12,FR,G,22,16,569,13.0,0.543,0.481,0.231,175,4.3,14.7,9.8,6.3,1.0,2.4,14.8,17.7,0.6,0.8,1.4,0.101,2.2,2.5,4.6,,Ochai Agbaji,ochai-agbaji-1,Ochai Agbaji,ochai-agbaji-1
2019-20,Kansas,Big 12,SO,G,31,31,33.3,3.7,8.7,0.428,1.5,4.4,0.338,2.2,4.3,0.519,0.513,1.1,1.6,0.673,1.2,3.0,4.2,2.0,1.2,0.3,1.9,1.9,10.0,,Ochai Agbaji,ochai-agbaji-1,Big 12,SO,G,31,31,1032,13.1,0.529,0.506,0.182,306,4.3,9.6,7.1,10.5,2.2,0.9,16.6,17.3,1.3,2.0,3.4,0.13,2.7,3.4,6.1,,Ochai Agbaji,ochai-agbaji-1,Ochai Agbaji,ochai-agbaji-1
2020-21,Kansas,Big 12,JR,G,30,30,33.7,4.9,11.7,0.42,2.6,6.9,0.377,2.3,4.8,0.483,0.531,1.7,2.5,0.689,1.0,2.7,3.7,1.9,1.1,0.5,1.4,1.8,14.1,,Ochai Agbaji,ochai-agbaji-1,Big 12,JR,G,30,30,1010,17.0,0.549,0.591,0.211,383,3.2,9.0,6.1,10.9,1.9,1.5,9.6,21.0,2.3,1.5,3.7,0.148,4.4,2.4,6.7,,Ochai Agbaji,ochai-agbaji-1,Ochai Agbaji,ochai-agbaji-1
2021-22,Kansas,Big 12,SR,G,39,39,35.1,6.6,13.9,0.475,2.6,6.5,0.407,4.0,7.4,0.534,0.57,2.9,3.9,0.743,0.8,4.2,5.1,1.6,0.9,0.6,2.1,1.7,18.8,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Ochai Agbaji,ochai-agbaji-1,Big 12,SR,G,39,39,1367,20.8,0.595,0.466,0.28,631,2.8,12.9,8.2,8.7,1.5,1.7,11.5,25.3,4.0,2.2,6.2,0.181,6.9,2.2,9.0,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Ochai Agbaji,ochai-agbaji-1,Ochai Agbaji,ochai-agbaji-1
2014-15,Illinois State,MVC,JR,G,28,18,26.2,4.2,9.9,0.424,1.1,3.2,0.333,3.1,6.7,0.468,0.478,3.3,4.2,0.771,1.8,3.9,5.6,1.3,1.0,0.2,1.9,1.9,12.8,,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1,MVC,JR,G,28,18,734,21.8,0.534,0.324,0.424,338,8.0,18.0,12.9,11.5,2.4,0.8,13.9,27.6,1.8,1.4,3.2,0.175,4.8,1.3,6.1,,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1
2015-16,Illinois State,MVC,SR,G,32,30,28.0,4.9,11.4,0.431,0.6,2.3,0.26,4.3,9.1,0.474,0.457,3.7,5.2,0.715,1.6,3.3,4.9,1.9,0.9,0.4,2.7,1.9,14.1,,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1,MVC,SR,G,32,30,895,18.0,0.51,0.201,0.453,434,6.3,13.9,10.0,16.1,2.0,1.7,16.3,30.1,0.9,1.6,2.5,0.111,2.0,0.6,2.6,,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1
2019-20,Loyola (MD),Patriot,FR,F,10,9,30.4,6.1,13.3,0.459,1.3,6.0,0.217,4.8,7.3,0.658,0.508,1.7,3.3,0.515,1.5,6.1,7.6,2.1,0.9,1.7,2.3,2.3,15.2,,Santi Aldama,santi-aldama-1,Patriot,FR,F,10,9,304,20.4,0.511,0.451,0.248,139,5.9,22.3,14.4,15.6,1.7,6.2,13.4,28.3,0.3,0.4,0.7,0.097,1.0,-0.4,0.6,,Santi Aldama,santi-aldama-1,Santi Aldama,santi-aldama-1
2020-21,Loyola (MD),Patriot,SO,F,17,17,35.0,7.9,15.5,0.513,1.9,5.1,0.368,6.1,10.4,0.585,0.574,3.5,5.1,0.686,1.8,8.3,10.1,2.3,1.0,1.7,3.2,1.9,21.2,,Santi Aldama,santi-aldama-1,Patriot,SO,F,17,17,595,28.6,0.594,0.331,0.327,329,6.1,27.9,16.9,15.5,1.7,5.6,15.3,30.5,1.9,1.2,3.1,0.208,6.2,1.5,7.7,,Santi Aldama,santi-aldama-1,Santi Aldama,santi-aldama-1
2014-15,Kansas,Big 12,FR,F,28,6,17.6,2.6,4.6,0.566,0.0,0.0,2.6,4.6,0.566,0.566,1.9,2.8,0.671,2.0,3.3,5.3,0.4,0.2,1.3,1.0,2.0,7.1,,Cliff Alexander,cliff-alexander-1,Big 12,FR,F,28,6,492,23.2,0.598,0.0,0.612,192,13.3,19.9,16.8,5.4,0.6,7.7,14.4,20.1,1.3,1.0,2.3,0.188,3.7,3.3,7.0,,Cliff Alexander,cliff-alexander-1,Cliff Alexander,cliff-alexander-1
2015-16,Tennessee,SEC,FR,F,32,11,12.2,0.5,1.2,0.432,0.0,0.0,,0.5,1.2,0.432,0.432,0.7,1.0,0.656,1.5,1.6,3.2,0.1,0.2,1.0,0.5,1.7,1.7,,Kyle Alexander,kyle-alexander-1,SEC,FR,F,32,11,390,11.4,0.508,0.0,0.865,73,12.8,13.7,13.3,0.8,0.7,8.0,22.3,8.3,0.3,0.4,0.8,0.078,-1.9,1.8,-0.1,,Kyle Alexander,kyle-alexander-1,Kyle Alexander,kyle-alexander-1
2016-17,Tennessee,SEC,SO,F,32,23,14.0,1.3,2.8,0.466,0.0,0.2,0.167,1.3,2.6,0.488,0.472,0.7,1.4,0.5,1.8,2.3,4.0,0.2,0.2,1.0,0.5,1.7,3.3,,Kyle Alexander,kyle-alexander-1,SEC,SO,F,32,23,447,14.8,0.482,0.068,0.5,119,13.5,17.6,15.5,2.5,0.8,7.8,12.1,13.3,0.5,0.7,1.2,0.108,0.2,1.9,2.1,,Kyle Alexander,kyle-alexander-1,Kyle Alexander,kyle-alexander-1
2017-18,Tennessee,SEC,JR,F,34,34,20.3,2.3,3.3,0.681,0.0,0.0,1.0,2.2,3.3,0.679,0.686,1.1,1.5,0.712,2.5,3.1,5.6,0.3,0.6,1.7,0.7,2.4,5.6,,Kyle Alexander,kyle-alexander-1,SEC,JR,F,34,34,690,21.4,0.697,0.009,0.46,194,14.1,17.3,15.7,3.1,1.6,9.6,15.4,12.0,1.8,1.5,3.3,0.191,3.2,4.9,8.2,,Kyle Alexander,kyle-alexander-1,Kyle Alexander,kyle-alexander-1
2018-19,Tennessee,SEC,SR,F,37,37,23.8,2.9,4.8,0.619,0.1,0.2,0.429,2.9,4.6,0.627,0.628,1.4,2.1,0.658,2.6,4.1,6.7,0.5,0.5,1.7,1.2,2.7,7.4,,Kyle Alexander,kyle-alexander-1,SEC,SR,F,37,37,881,19.7,0.639,0.04,0.449,284,13.5,17.9,15.9,3.3,1.1,8.4,16.8,14.6,2.1,1.7,3.7,0.17,2.8,2.8,5.7,,Kyle Alexander,kyle-alexander-1,Kyle Alexander,kyle-alexander-1
2021-22,Creighton,Big East,FR,G,35,13,26.6,2.5,6.0,0.422,0.5,1.8,0.281,2.0,4.2,0.483,0.464,1.8,2.2,0.818,0.3,3.5,3.7,2.5,0.7,0.3,1.8,1.9,7.4,,Trey Alexander,trey-alexander-1,Big East,FR,G,35,13,930,11.5,0.523,0.303,0.365,271,1.3,13.2,7.7,17.2,1.6,1.0,20.5,17.3,0.7,1.5,2.2,0.095,-0.7,3.2,2.4,,Trey Alexander,trey-alexander-1,Trey Alexander,trey-alexander-1
2022-23,Creighton,Big East,SO,G,37,37,32.1,4.6,10.2,0.447,1.8,4.4,0.41,2.8,5.9,0.475,0.534,2.6,3.2,0.824,0.3,3.9,4.2,2.6,1.1,0.5,1.5,1.7,13.6,,Trey Alexander,trey-alexander-1,Big East,SO,G,37,37,1189,18.0,0.578,0.426,0.315,473,1.2,13.0,7.5,15.0,1.9,1.3,11.2,21.3,2.7,2.0,4.6,0.156,3.8,3.4,7.2,,Trey Alexander,trey-alexander-1,Trey Alexander,trey-alexander-1
2023-24,Creighton,Big East,JR,G,35,35,37.3,6.6,14.9,0.446,1.8,5.2,0.339,4.9,9.6,0.504,0.506,2.5,3.1,0.824,0.5,5.2,5.7,4.7,1.1,0.4,2.5,1.7,17.6,,Trey Alexander,trey-alexander-1,Big East,JR,G,35,35,1304,18.7,0.538,0.352,0.208,631,1.8,14.5,8.8,23.9,1.7,1.0,13.1,26.6,2.8,2.1,4.9,0.149,3.2,2.6,5.7,,Trey Alexander,trey-alexander-1,Trey Alexander,trey-alexander-1
2017-18,Creighton,Big East,FR,G,33,1,17.7,1.8,4.4,0.418,1.0,2.9,0.333,0.9,1.5,0.58,0.527,0.9,1.2,0.707,0.2,1.9,2.1,1.8,0.3,0.1,1.2,0.9,5.5,,Ty-Shon Alexander,ty-shon-alexander-1,Big East,FR,G,33,1,584,10.9,0.553,0.658,0.281,190,1.2,11.4,6.6,15.2,0.8,0.7,19.9,17.6,0.5,0.7,1.2,0.08,0.7,1.2,1.9,,Ty-Shon Alexander,ty-shon-alexander-1,Ty-Shon Alexander,ty-shon-alexander-1
2018-19,Creighton,Big East,SO,G,34,34,32.6,5.2,12.7,0.406,2.9,7.8,0.365,2.3,4.9,0.473,0.518,2.5,3.1,0.794,0.5,3.5,4.0,2.7,1.2,0.3,2.0,2.1,15.7,,Ty-Shon Alexander,ty-shon-alexander-1,Big East,SO,G,34,34,1108,17.7,0.552,0.614,0.247,505,1.9,12.3,7.3,15.6,2.1,1.0,12.5,25.4,2.2,1.3,3.5,0.127,3.4,1.0,4.5,,Ty-Shon Alexander,ty-shon-alexander-1,Ty-Shon Alexander,ty-shon-alexander-1
2019-20,Creighton,Big East,JR,G,31,31,34.7,5.3,12.2,0.431,2.6,6.5,0.399,2.6,5.6,0.469,0.538,3.8,4.4,0.86,0.3,4.8,5.0,2.3,1.3,0.3,1.4,1.7,16.9,,Ty-Shon Alexander,ty-shon-alexander-1,Big East,JR,G,31,31,1076,21.5,0.592,0.537,0.36,477,0.9,14.5,8.1,12.3,2.2,0.8,8.7,23.1,3.4,1.5,4.8,0.18,5.8,1.9,7.7,,Ty-Shon Alexander,ty-shon-alexander-1,Ty-Shon Alexander,ty-shon-alexander-1
2017-18,Virginia Tech,ACC,FR,G,33,33,25.4,3.8,8.4,0.449,1.8,4.5,0.392,2.0,3.9,0.516,0.554,1.4,1.9,0.73,0.7,3.2,3.8,1.5,0.8,0.5,1.6,1.5,10.7,,Nickeil Alexander-Walker,nickeil-alexander-walker-1,ACC,FR,G,33,33,839,16.6,0.575,0.536,0.228,326,3.6,14.0,9.1,10.6,1.9,2.5,14.5,22.0,1.3,1.2,2.4,0.117,3.2,1.7,4.9,,Nickeil Alexander-Walker,nickeil-alexander-walker-1,Nickeil Alexander-Walker,nickeil-alexander-walker-1
2018-19,Virginia Tech,ACC,SO,G,34,34,34.3,5.6,11.8,0.474,1.7,4.6,0.374,3.9,7.2,0.537,0.546,3.3,4.2,0.778,0.5,3.6,4.1,4.0,1.9,0.5,2.9,2.3,16.2,,Nickeil Alexander-Walker,nickeil-alexander-walker-1,ACC,SO,G,34,34,1167,21.9,0.586,0.387,0.359,543,1.8,13.0,7.6,24.6,3.4,2.3,17.1,26.5,3.1,2.5,5.5,0.189,4.8,4.2,8.9,,Nickeil Alexander-Walker,nickeil-alexander-walker-1,Nickeil Alexander-Walker,nickeil-alexander-walker-1
2016-17,Arizona,Pac-12,FR,G,37,36,28.0,3.9,8.4,0.463,1.2,3.2,0.37,2.7,5.1,0.521,0.534,2.0,2.7,0.733,1.5,3.4,4.9,2.1,0.9,0.5,1.8,2.2,10.9,,Rawle Alkins,rawle-alkins-1,Pac-12,FR,G,37,36,1037,18.1,0.566,0.385,0.327,407,7.1,13.7,10.6,14.0,1.9,1.8,15.8,21.2,2.2,1.8,4.0,0.155,4.0,2.8,6.8,,Rawle Alkins,rawle-alkins-1,Rawle Alkins,rawle-alkins-1
2017-18,Arizona,Pac-12,SO,G,23,21,31.4,4.3,10.0,0.432,1.4,4.0,0.359,2.9,6.0,0.482,0.504,3.1,4.3,0.724,1.9,2.9,4.8,2.5,1.3,0.7,2.6,2.2,13.1,,Rawle Alkins,rawle-alkins-1,Pac-12,SO,G,23,21,723,17.7,0.548,0.402,0.428,311,8.0,10.7,9.4,14.0,2.3,2.5,17.6,23.6,1.4,0.9,2.3,0.127,3.7,2.1,5.8,,Rawle Alkins,rawle-alkins-1,Rawle Alkins,rawle-alkins-1
2014-15,Duke,ACC,FR,G,35,0,9.2,1.3,3.0,0.425,0.5,1.5,0.346,0.8,1.5,0.5,0.509,1.3,1.5,0.849,0.3,0.7,1.0,0.4,0.3,0.1,0.4,1.2,4.4,,Grayson Allen,grayson-allen-1,ACC,FR,G,35,0,322,19.3,0.583,0.491,0.5,138,3.5,8.9,6.4,7.8,1.9,1.5,10.3,23.5,1.1,0.5,1.5,0.192,3.0,2.0,5.0,,Grayson Allen,grayson-allen-1,Grayson Allen,grayson-allen-1
2015-16,Duke,ACC,SO,G,36,35,36.6,6.6,14.3,0.466,2.5,6.0,0.417,4.1,8.3,0.502,0.554,5.9,7.0,0.837,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7,21.6,"AP-AA-3,NABC-AA-3,SN-AA-2,W-AA-1",Grayson Allen,grayson-allen-1,ACC,SO,G,36,35,1317,26.0,0.616,0.421,0.491,733,2.0,11.7,6.9,19.4,2.1,0.3,10.2,26.7,5.9,1.2,7.2,0.217,7.9,2.1,9.9,"AP-AA-3,NABC-AA-3,SN-AA-2,W-AA-1",Grayson Allen,grayson-allen-1,Grayson Allen,grayson-allen-1
2016-17,Duke,ACC,JR,G,34,25,29.6,4.1,10.5,0.395,2.4,6.5,0.365,1.8,4.0,0.444,0.508,3.8,4.7,0.811,0.7,3.1,3.7,3.5,0.8,0.1,2.2,2.3,14.5,,Grayson Allen,grayson-allen-1,ACC,JR,G,34,25,1007,19.2,0.569,0.622,0.445,499,2.7,11.3,7.2,21.5,1.5,0.2,14.6,25.1,3.0,1.2,4.2,0.165,5.2,0.9,6.2,,Grayson Allen,grayson-allen-1,Grayson Allen,grayson-allen-1
2017-18,Duke,ACC,SR,G,37,37,35.6,4.9,11.7,0.418,2.8,7.5,0.37,2.1,4.2,0.503,0.536,2.9,3.4,0.85,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.1,15.5,,Grayson Allen,grayson-allen-1,ACC,SR,G,37,37,1319,18.8,0.58,0.637,0.293,574,1.8,8.0,5.1,21.2,2.8,0.2,13.8,20.7,4.0,2.0,5.9,0.179,5.0,3.4,8.4,,Grayson Allen,grayson-allen-1,Grayson Allen,grayson-allen-1
2016-17,Texas,Big 12,FR,F,33,33,32.2,5.4,9.6,0.566,0.0,0.2,0.0,5.4,9.4,0.579,0.566,2.5,4.5,0.564,3.0,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,,Jarrett Allen,jarrett-allen-1,Big 12,FR,F,33,33,1061,20.3,0.571,0.022,0.472,428,10.9,18.9,14.9,5.7,1.0,5.0,17.8,22.6,1.5,1.7,3.3,0.124,2.6,2.6,5.2,,Jarrett Allen,jarrett-allen-1,Jarrett Allen,jarrett-allen-1
2015-16,Arizona,Pac-12,JR,G,34,28,24.9,2.9,6.3,0.465,0.5,1.5,0.36,2.4,4.9,0.497,0.507,2.0,2.8,0.705,0.2,2.9,3.1,3.6,1.0,0.8,2.0,2.4,8.4,,Kadeem Allen,kadeem-allen-1,Pac-12,JR,G,34,28,848,16.1,0.548,0.233,0.442,311,1.2,12.4,7.2,25.4,2.4,3.1,20.7,19.1,1.3,1.7,3.0,0.14,2.1,4.7,6.8,,Kadeem Allen,kadeem-allen-1,Kadeem Allen,kadeem-allen-1
2016-17,Arizona,Pac-12,SR,G,34,33,30.0,3.1,6.9,0.453,0.9,2.2,0.427,2.2,4.7,0.466,0.521,2.5,3.4,0.741,0.4,3.7,4.0,3.0,1.6,0.6,1.9,2.4,9.8,,Kadeem Allen,kadeem-allen-1,Pac-12,SR,G,34,33,1020,16.7,0.57,0.318,0.492,340,1.5,13.8,8.1,17.8,3.1,2.3,18.3,18.1,1.7,2.0,3.8,0.148,2.2,5.2,7.4,,Kadeem Allen,kadeem-allen-1,Kadeem Allen,kadeem-allen-1
2010-11,Temple,A-10,SR,F,33,33,33.9,4.7,9.7,0.48,0.2,0.5,0.294,4.5,9.2,0.49,0.488,2.1,3.0,0.697,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,,Lavoy Allen,lavoy-allen-1,A-10,SR,F,33,33,1120,20.3,0.519,0.053,0.308,397.0,9.3,20.2,14.8,13.6,1.3,5.4,12.8,19.8,2.2,2.4,4.6,0.163,2.6,3.1,5.6,,Lavoy Allen,lavoy-allen-1,Lavoy Allen,lavoy-allen-1
2018-19,Utah,Pac-12,FR,F,29.0,26.0,28.8,4.4,7.6,0.575,0.1,0.2,0.571,4.2,7.4,0.575,0.584,3.3,4.6,0.735,1.6,3.6,5.1,2.4,0.9,0.2,2.0,3.0,12.2,,Timmy Allen,timmy-allen-1,Pac-12,FR,F,29.0,26.0,834.0,20.3,0.626,0.032,0.597,360.0,6.5,14.4,10.5,17.2,1.8,0.7,17.2,21.0,2.5,0.5,3.0,0.144,2.9,0.3,3.2,,Timmy Allen,timmy-allen-1,Timmy Allen,timmy-allen-1
2019-20,Utah,Pac-12,SO,F,31.0,31.0,35.6,6.1,13.8,0.441,0.3,1.2,0.211,5.8,12.6,0.463,0.45,4.9,6.7,0.722,1.5,5.8,7.3,3.0,1.2,0.2,3.1,2.3,17.3,,Timmy Allen,timmy-allen-1,Pac-12,SO,F,31.0,31.0,1103.0,19.0,0.508,0.089,0.487,533.0,5.0,18.5,12.1,19.1,2.0,0.5,15.2,29.4,1.9,1.4,3.2,0.118,1.5,0.8,2.3,,Timmy Allen,timmy-allen-1,Timmy Allen,timmy-allen-1
2020-21,Utah,Pac-12,JR,F,25.0,25.0,35.1,6.2,13.3,0.465,0.4,1.6,0.268,5.8,11.7,0.493,0.482,4.4,5.7,0.769,1.2,5.3,6.4,3.9,1.3,0.2,3.1,1.8,17.2,,Timmy Allen,timmy-allen-1,Pac-12,JR,F,25.0,25.0,878.0,20.8,0.538,0.123,0.429,443.0,4.3,17.9,11.4,23.6,2.2,0.8,16.3,28.9,1.8,1.2,3.0,0.137,3.8,1.5,5.3,,Timmy Allen,timmy-allen-1,Timmy Allen,timmy-allen-1
2021-22,Texas,Big 12,SR,F,34.0,34.0,29.0,4.4,8.9,0.493,0.1,0.4,0.267,4.3,8.5,0.505,0.5,3.1,4.3,0.731,2.6,3.8,6.4,2.1,1.2,0.4,1.9,2.5,12.1,,Timmy Allen,timmy-allen-1,Big 12,SR,F,34.0,34.0,986.0,21.9,0.55,0.049,0.477,426.0,10.9,16.2,13.5,15.8,2.6,1.7,14.6,23.7,2.6,2.1,4.7,0.192,4.5,3.3,7.8,,Timmy Allen,timmy-allen-1,Timmy Allen,timmy-allen-1
2022-23,Texas,Big 12,SR,F,35.0,35.0,28.4,3.9,8.1,0.486,0.1,0.6,0.15,3.9,7.5,0.511,0.491,2.5,3.7,0.688,1.3,4.3,5.6,3.5,0.9,0.5,2.1,2.5,10.5,,Timmy Allen,timmy-allen-1,Big 12,SR,F,35.0,35.0,993.0,16.9,0.532,0.07,0.451,404.0,5.4,17.8,11.6,21.7,1.8,1.9,17.7,21.2,1.6,1.9,3.5,0.143,2.2,3.6,5.8,,Timmy Allen,timmy-allen-1,Timmy Allen,timmy-allen-1
