Season,Team,Conf_per_game,Class_per_game,Pos_per_game,G_per_game,GS_per_game,MP_per_game,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_per_game,PlayerName_per_game,CollegeID_per_game,Conf_adv,Class_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_adv,PlayerName_adv,CollegeID_adv,PlayerName,CollegeID
2010-11,Georgia Tech,ACC,JR,G,31,31,32.0,5.7,14.1,0.406,1.4,4.9,0.278,4.4,9.2,0.474,0.454,4.5,5.6,0.806,1.7,4.2,5.9,3.5,2.7,0.2,2.3,2.8,17.3,,Iman Shumpert,iman-shumpert-1,ACC,JR,G,31,31,992,25.4,0.517,0.346,0.401,528.0,5.7,16.4,10.6,25.7,5.0,0.7,12.2,29.1,2.8,2.1,4.9,0.196,5.4,4.2,9.6,,Iman Shumpert,iman-shumpert-1,Iman Shumpert,iman-shumpert-1
2014-15,New Mexico State,WAC,FR,F,34,27,30.8,4.9,8.5,0.572,0.0,0.1,0.0,4.9,8.5,0.576,0.572,3.1,4.0,0.759,3.3,4.4,7.7,1.3,0.8,1.8,1.9,2.6,12.8,,Pascal Siakam,pascal-siakam-1,WAC,FR,F,34,27,1048,26.1,0.614,0.007,0.472,428,13.5,17.8,15.7,10.0,1.7,5.9,15.3,21.2,3.5,2.4,5.9,0.225,3.8,1.8,5.5,,Pascal Siakam,pascal-siakam-1,Pascal Siakam,pascal-siakam-1
2015-16,New Mexico State,WAC,SO,F,34,34,34.6,8.1,15.0,0.539,0.1,0.4,0.2,8.0,14.6,0.549,0.542,4.0,5.9,0.678,3.9,7.7,11.6,1.7,1.0,2.2,2.0,2.7,20.3,,Pascal Siakam,pascal-siakam-1,WAC,SO,F,34,34,1176,31.6,0.569,0.029,0.396,650,13.4,23.6,18.8,12.1,1.7,6.5,10.0,29.1,4.4,3.4,7.8,0.266,5.5,2.7,8.2,,Pascal Siakam,pascal-siakam-1,Pascal Siakam,pascal-siakam-1
2010-11,Ohio State,Big Ten,FR,G,25,0,8.4,0.7,2.5,.290,0.3,1.3,.250,0.4,1.2,.333,.355,0.3,0.6,.533,0.3,0.7,1.0,0.6,0.4,0.0,0.5,0.9,2.1,,Jordan Sibert,jordan-sibert-1,Big Ten,FR,G,25,0,209,7.4,.376,.516,.242,56,4.8,10.1,7.5,11.2,3.0,0.5,15.8,20.9,-0.1,0.4,0.3,.063,-4.5,2.5,-2.0,,Jordan Sibert,jordan-sibert-1,Jordan Sibert,jordan-sibert-1
2011-12,Ohio State,Big Ten,SO,G,24,2,11.4,1.0,3.3,.304,0.5,2.1,.260,0.5,1.2,.379,.386,0.4,0.8,.556,0.2,1.2,1.4,0.8,0.5,0.0,0.6,0.9,3.0,,Jordan Sibert,jordan-sibert-1,Big Ten,SO,G,24,2,273,8.6,.405,.633,.228,71,2.2,13.3,7.5,11.2,2.4,0.4,13.8,18.8,0.0,0.6,0.6,.084,-2.3,4.0,1.7,,Jordan Sibert,jordan-sibert-1,Jordan Sibert,jordan-sibert-1
2012-13,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Jordan Sibert,jordan-sibert-1,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Jordan Sibert,jordan-sibert-1,Jordan Sibert,jordan-sibert-1
2013-14,Dayton,A-10,JR,G,37,34,26.0,4.0,8.7,.455,2.2,5.3,.426,1.7,3.5,.500,.584,2.0,2.8,.712,0.4,1.9,2.3,1.5,0.8,0.1,1.2,1.7,12.2,,Jordan Sibert,jordan-sibert-1,A-10,JR,G,37,34,963,19.0,.606,.604,.322,393,1.8,8.8,5.3,12.0,1.9,0.5,11.0,22.7,2.7,1.2,3.9,.160,5.5,1.2,6.7,,Jordan Sibert,jordan-sibert-1,Jordan Sibert,jordan-sibert-1
2014-15,Dayton,A-10,SR,G,36,35,33.8,4.9,10.8,.456,2.2,6.4,.349,2.7,4.4,.610,.559,4.0,5.1,.788,0.2,3.1,3.3,2.0,1.7,0.1,1.8,2.0,16.1,,Jordan Sibert,jordan-sibert-1,A-10,SR,G,36,35,1215,21.4,.609,.590,.474,513,0.9,10.8,6.1,14.1,3.2,0.5,12.0,25.0,3.3,2.4,5.7,.188,4.4,2.7,7.1,,Jordan Sibert,jordan-sibert-1,Jordan Sibert,jordan-sibert-1
2010-11,Northern Illinois,MAC,SR,G,26,26,32.0,6.8,14.9,.459,2.0,4.8,.413,4.8,10.1,.481,.526,6.6,7.7,.851,0.8,3.8,4.6,1.8,1.2,0.3,4.0,2.7,22.3,,Xavier Silas,xavier-silas-1,MAC,SR,G,26,26,831,25.0,.599,.325,.518,509,2.8,13.3,8.0,15.4,2.2,0.9,17.6,35.1,2.5,0.8,3.2,.155,4.0,-1.3,2.7,,Xavier Silas,xavier-silas-1,Xavier Silas,xavier-silas-1
2015-16,South Carolina,SEC,FR,F,32,6,13.3,1.7,3.4,0.482,0.0,0.0,,1.7,3.4,0.482,0.482,2.1,3.4,0.609,1.8,2.7,4.5,0.2,0.4,0.9,1.1,3.1,5.4,,Chris Silva,chris-silva-1,SEC,FR,F,32,6,425,18.4,0.533,0.0,1.0,174,14.3,21.9,18.2,2.7,1.8,7.8,17.3,21.6,0.6,1.0,1.7,0.159,-2.7,2.7,0.0,,Chris Silva,chris-silva-1,Chris Silva,chris-silva-1
2016-17,South Carolina,SEC,SO,F,37,37,20.9,3.3,6.3,0.524,0.0,0.0,0.0,3.3,6.3,0.526,0.524,3.6,4.8,0.749,2.3,3.8,6.1,0.4,0.6,1.4,1.9,3.8,10.2,,Chris Silva,chris-silva-1,SEC,SO,F,37,37,775,22.4,0.594,0.004,0.768,359,11.8,21.5,16.5,3.7,1.6,7.7,17.8,24.3,1.8,2.1,3.9,0.199,1.1,4.4,5.5,,Chris Silva,chris-silva-1,Chris Silva,chris-silva-1
2017-18,South Carolina,SEC,JR,F,33,33,25.8,3.8,8.2,0.467,0.2,0.4,0.417,3.7,7.9,0.469,0.476,6.5,8.6,0.753,3.3,4.7,8.0,1.2,0.6,1.4,2.6,3.5,14.3,,Chris Silva,chris-silva-1,SEC,JR,F,33,33,851,24.9,0.581,0.044,1.04,469,13.8,21.8,17.6,11.2,1.4,6.4,17.6,28.2,2.4,1.8,4.2,0.198,3.7,3.3,7.0,,Chris Silva,chris-silva-1,Chris Silva,chris-silva-1
2018-19,South Carolina,SEC,SR,F,32,32,26.7,4.7,9.2,0.508,0.7,1.4,0.5,4.0,7.8,0.51,0.547,5.1,6.8,0.744,2.7,5.0,7.6,0.9,0.9,1.9,2.3,3.6,15.2,,Chris Silva,chris-silva-1,SEC,SR,F,32,32,853,27.0,0.609,0.156,0.742,458,10.7,21.2,15.8,7.8,1.8,8.5,15.5,26.6,2.8,1.6,4.4,0.205,4.6,3.4,8.0,,Chris Silva,chris-silva-1,Chris Silva,chris-silva-1
2015-16,Louisiana State,SEC,FR,F,33,32,34.9,6.5,11.7,0.56,0.0,0.1,0.333,6.5,11.6,0.561,0.561,6.0,9.0,0.67,3.1,8.6,11.8,4.8,2.0,0.8,3.4,2.8,19.2,"AA-1,AP-AA-2,NABC-AA-1,SN-AA-2,USBWA-AA-1",Ben Simmons,ben-simmons-1,SEC,FR,F,33,32,1151,29.0,0.6,0.008,0.769,674,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,3.9,2.1,6.0,0.207,7.0,3.3,10.3,"AA-1,AP-AA-2,NABC-AA-1,SN-AA-2,USBWA-AA-1",Ben Simmons,ben-simmons-1,Ben Simmons,ben-simmons-1
2011-12,Houston,CUSA,JR,G,30,29,30.1,5.1,10.0,0.512,1.1,2.8,0.386,4.1,7.3,0.56,0.565,3.4,4.7,0.716,1.4,3.6,5.0,2.2,0.7,0.4,3.3,2.5,14.7,,Jonathon Simmons,jonathon-simmons-1,CUSA,JR,G,30,29,902,19.5,0.599,0.276,0.468,415,5.6,13.9,9.8,14.9,1.4,1.2,21.4,26.1,2.0,0.6,2.6,0.115,2.0,-1.5,0.5,,Jonathon Simmons,jonathon-simmons-1,Jonathon Simmons,jonathon-simmons-1
2016-17,Arizona,Pac-12,FR,G,37,19,23.5,3.0,7.6,0.395,0.9,2.6,0.327,2.1,4.9,0.432,0.452,1.9,2.4,0.775,0.4,1.3,1.6,2.0,0.6,0.1,1.2,1.9,8.7,,Kobi Simmons,kobi-simmons-1,Pac-12,FR,G,37,19,871,12.8,0.5,0.349,0.317,319,1.9,6.1,4.1,15.7,1.6,0.4,12.5,22.0,1.3,1.1,2.4,0.11,0.3,1.6,1.8,,Kobi Simmons,kobi-simmons-1,Kobi Simmons,kobi-simmons-1
2021-22,Colorado,Pac-12,FR,G,32,1,21.3,2.4,6.4,0.377,0.5,2.1,0.254,1.9,4.3,0.438,0.419,2.1,2.7,0.77,0.4,2.2,2.5,2.7,0.8,0.1,2.2,1.4,7.4,,KJ Simpson,kj-simpson-1,Pac-12,FR,G,32,1,681,12.1,0.485,0.328,0.426,257,2.1,11.4,6.9,25.2,2.2,0.6,22.0,23.6,0.3,1.0,1.3,0.077,-1.3,1.5,0.2,,KJ Simpson,kj-simpson-1,KJ Simpson,kj-simpson-1
2022-23,Colorado,Pac-12,SO,G,29,28,31.8,5.4,13.8,0.396,1.3,4.6,0.276,4.2,9.1,0.457,0.442,3.7,4.5,0.817,0.8,3.5,4.3,3.8,1.5,0.2,2.6,1.9,15.9,,KJ Simpson,kj-simpson-1,Pac-12,SO,G,29,28,923,18.3,0.499,0.336,0.328,459,2.7,12.7,7.6,25.7,2.7,0.6,13.8,28.8,1.5,1.7,3.1,0.136,2.6,2.3,4.9,,KJ Simpson,kj-simpson-1,KJ Simpson,kj-simpson-1
2023-24,Colorado,Pac-12,JR,G,37,37,35.1,6.6,13.8,0.475,2.1,4.9,0.434,4.4,8.9,0.497,0.552,4.4,5.0,0.876,0.8,5.1,5.8,4.9,1.6,0.1,2.2,2.5,19.7,,KJ Simpson,kj-simpson-1,Pac-12,JR,G,37,37,1298,24.8,0.606,0.355,0.363,722,2.8,16.2,10.0,27.1,2.7,0.2,11.9,26.7,5.1,2.0,7.2,0.221,6.9,3.2,10.1,,KJ Simpson,kj-simpson-1,KJ Simpson,kj-simpson-1
2016-17,Michigan,Big Ten,FR,G,38,0,8.7,0.4,1.1,0.372,0.1,0.5,0.263,0.3,0.6,0.458,0.43,0.6,0.8,0.71,0.1,0.5,0.6,1.0,0.5,0.1,0.5,1.2,1.6,,Zavier Simpson,zavier-simpson-1,Big Ten,FR,G,38,0,332,10.1,0.511,0.442,0.721,78,1.6,7.8,4.8,18.4,3.8,0.6,24.8,13.0,0.3,0.5,0.7,0.09,-2.4,4.3,1.9,,Zavier Simpson,zavier-simpson-1,Zavier Simpson,zavier-simpson-1
2017-18,Michigan,Big Ten,SO,G,41,29,26.5,2.8,6.0,0.467,0.6,2.0,0.286,2.2,4.0,0.562,0.516,1.1,2.2,0.516,0.4,2.8,3.2,3.7,1.3,0.0,1.5,1.3,7.3,,Zavier Simpson,zavier-simpson-1,Big Ten,SO,G,41,29,1085,15.5,0.52,0.341,0.37,353,2.0,12.8,7.5,25.0,3.0,0.2,17.4,17.4,1.5,2.2,3.7,0.138,1.0,4.7,5.7,,Zavier Simpson,zavier-simpson-1,Zavier Simpson,zavier-simpson-1
2018-19,Michigan,Big Ten,JR,G,37,37,33.8,3.5,8.0,0.434,0.9,2.8,0.308,2.6,5.2,0.503,0.488,1.0,1.5,0.667,0.5,4.5,5.0,6.6,1.4,0.1,2.0,1.9,8.8,,Zavier Simpson,zavier-simpson-1,Big Ten,JR,G,37,37,1252,16.8,0.506,0.353,0.193,426,1.6,15.0,8.5,36.5,2.6,0.2,18.7,17.3,2.1,3.2,5.3,0.168,2.2,5.1,7.3,,Zavier Simpson,zavier-simpson-1,Zavier Simpson,zavier-simpson-1
2019-20,Michigan,Big Ten,SR,G,30,30,33.7,5.0,10.6,0.476,1.0,2.9,0.36,4.0,7.7,0.519,0.525,1.8,3.1,0.574,0.7,3.8,4.5,7.9,1.0,0.1,3.2,2.6,12.9,,Zavier Simpson,zavier-simpson-1,Big Ten,SR,G,30,30,1010,19.4,0.535,0.271,0.297,481,2.4,12.3,7.5,43.5,1.7,0.4,21.0,23.4,2.4,1.4,3.8,0.149,4.0,2.2,6.3,,Zavier Simpson,zavier-simpson-1,Zavier Simpson,zavier-simpson-1
2010-11,Georgetown,Big East,JR,C,32,1,14.0,1.5,2.6,0.578,0.0,0.0,0.0,1.5,2.6,0.585,0.578,0.6,1.2,0.5,0.8,2.3,3.2,1.2,0.3,0.7,1.1,2.1,3.6,,Henry Sims,henry-sims-1,Big East,JR,C,32,1,449,14.6,0.569,0.012,0.458,128.0,8.0,18.9,13.9,16.2,1.2,4.8,25.7,16.2,0.5,0.6,1.1,0.099,-0.3,3.6,3.3,,Henry Sims,henry-sims-1,Henry Sims,henry-sims-1
2011-12,Georgetown,Big East,SR,C,33,33,27.5,4.0,8.7,0.462,0.0,0.0,0.0,4.0,8.6,0.463,0.462,3.6,5.1,0.708,1.8,4.2,6.0,3.5,0.6,1.4,2.8,2.7,11.6,,Henry Sims,henry-sims-1,Big East,SR,C,33,33,908,21.7,0.524,0.003,0.587,419.0,8.6,18.5,13.7,27.3,1.5,5.6,20.3,27.3,1.9,2.0,3.9,0.174,2.8,4.1,6.8,,Henry Sims,henry-sims-1,Henry Sims,henry-sims-1
2018-19,UNC Wilmington,CAA,FR,G,32,4,18.9,1.7,4.3,0.399,0.9,2.6,0.349,0.8,1.7,0.473,0.504,1.3,1.8,0.724,1.0,2.0,3.0,0.9,0.4,0.3,0.8,1.5,5.7,,Jaylen Sims,jaylen-sims-1,CAA,FR,G,32,4,605,13.0,0.547,0.601,0.42,179,5.9,12.5,9.1,8.1,1.2,1.6,12.7,15.3,1.0,0.0,1.0,0.068,0.1,-1.3,-1.2,,Jaylen Sims,jaylen-sims-1,Jaylen Sims,jaylen-sims-1
2019-20,UNC Wilmington,CAA,SO,G,32,24,30.5,3.6,9.5,0.376,1.9,5.5,0.35,1.6,3.9,0.413,0.479,2.7,4.1,0.659,0.8,4.6,5.4,1.2,0.6,0.1,1.3,2.2,11.8,,Jaylen Sims,jaylen-sims-1,CAA,SO,G,32,24,977,14.2,0.515,0.584,0.436,351,3.1,16.9,10.0,8.1,1.2,0.3,10.3,21.5,1.4,0.9,2.3,0.095,-1.1,-1.6,-2.7,,Jaylen Sims,jaylen-sims-1,Jaylen Sims,jaylen-sims-1
2020-21,UNC Wilmington,CAA,JR,G,12,9,34.0,5.3,12.0,0.438,1.8,4.6,0.382,3.5,7.4,0.472,0.51,5.5,7.1,0.776,0.8,4.6,5.3,1.8,0.8,0.1,2.6,2.0,17.8,,Jaylen Sims,jaylen-sims-1,CAA,JR,G,12,9,408,19.4,0.578,0.382,0.59,196,2.5,16.7,9.3,10.5,1.4,0.2,14.4,26.2,1.0,0.3,1.4,0.135,3.0,-1.6,1.4,,Jaylen Sims,jaylen-sims-1,Jaylen Sims,jaylen-sims-1
2021-22,UNC Wilmington,CAA,SR,G,36,33,34.5,4.9,12.7,0.383,1.7,4.8,0.357,3.2,7.9,0.399,0.45,4.9,6.0,0.82,1.1,4.6,5.8,2.4,1.2,0.2,1.8,2.2,16.4,,Jaylen Sims,jaylen-sims-1,CAA,SR,G,36,33,1243,20.1,0.526,0.374,0.475,575,3.6,16.1,9.7,14.6,2.0,0.7,10.4,26.1,3.1,1.5,4.6,0.149,3.3,-0.6,2.7,,Jaylen Sims,jaylen-sims-1,Jaylen Sims,jaylen-sims-1
2017-18,Texas,Big 12,FR,F,34,11,18.5,2.1,3.4,0.607,0.0,0.0,0.0,2.1,3.4,0.612,0.607,0.9,2.0,0.426,1.1,2.8,3.9,0.2,0.3,0.5,0.8,1.8,5.0,,Jericho Sims,jericho-sims-1,Big 12,FR,F,34,11,628,13.9,0.573,0.009,0.581,163,7.2,17.4,12.3,2.2,1.0,3.1,14.8,14.4,0.7,1.0,1.7,0.109,0.0,2.7,2.7,,Jericho Sims,jericho-sims-1,Jericho Sims,jericho-sims-1
2018-19,Texas,Big 12,SO,F,35,16,14.9,1.7,2.9,0.569,0.0,0.0,,1.7,2.9,0.569,0.569,0.9,1.4,0.6,1.3,2.3,3.6,0.2,0.2,0.5,1.0,1.8,4.2,,Jericho Sims,jericho-sims-1,Big 12,SO,F,35,16,521,13.6,0.581,0.0,0.49,146,10.0,18.2,14.1,2.3,0.9,3.9,21.8,16.2,0.5,0.8,1.3,0.102,-1.0,2.6,1.6,,Jericho Sims,jericho-sims-1,Jericho Sims,jericho-sims-1
2019-20,Texas,Big 12,JR,F,24,24,27.3,4.3,6.5,0.658,0.0,0.0,,4.3,6.5,0.658,0.658,1.2,2.0,0.592,2.9,5.3,8.2,0.8,0.4,1.2,1.5,2.8,9.7,,Jericho Sims,jericho-sims-1,Big 12,JR,F,24,24,654,22.7,0.653,0.0,0.316,228,12.5,23.2,17.8,6.6,0.9,4.6,16.8,17.4,1.8,1.3,3.1,0.19,3.5,3.1,6.6,,Jericho Sims,jericho-sims-1,Jericho Sims,jericho-sims-1
2020-21,Texas,Big 12,SR,F,26,26,24.5,3.6,5.2,0.696,0.0,0.0,,3.6,5.2,0.696,0.696,2.0,3.8,0.52,2.2,5.1,7.2,0.7,0.7,1.1,1.6,2.5,9.2,,Jericho Sims,jericho-sims-1,Big 12,SR,F,26,26,638,21.7,0.658,0.0,0.741,227,10.2,22.1,16.4,5.4,1.7,4.6,18.7,17.6,1.5,1.4,2.9,0.181,3.6,3.4,6.9,,Jericho Sims,jericho-sims-1,Jericho Sims,jericho-sims-1
2010-11,Duke,ACC,SR,F,37,37,34.8,5.9,13.8,0.43,1.7,5.2,0.321,4.2,8.5,0.497,0.491,3.4,4.2,0.806,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,,Kyle Singler,kyle-singler-1,ACC,SR,F,37,37,1286,20.0,0.536,0.379,0.305,598.0,8.0,13.3,10.8,8.8,1.5,0.8,10.7,24.7,3.7,2.5,6.1,0.191,4.6,1.8,6.4,,Kyle Singler,kyle-singler-1,Kyle Singler,kyle-singler-1
2010-11,Florida State,ACC,JR,F,28,25,29.1,4.4,10.2,0.434,1.3,3.4,0.368,3.2,6.8,0.466,0.495,3.0,4.5,0.667,2.1,4.8,6.8,1.2,2.0,1.5,2.2,3.2,13.1,,Chris Singleton,chris-singleton-1,ACC,JR,F,28,25,814,21.9,0.531,0.332,0.441,344.0,8.2,17.0,12.8,8.9,3.9,5.9,15.0,24.5,1.5,2.4,3.9,0.191,3.3,5.6,9.0,,Chris Singleton,chris-singleton-1,Chris Singleton,chris-singleton-1
2010-11,Louisville,Big East,SO,G,35,35,27.9,3.3,7.3,0.445,0.7,2.6,0.272,2.5,4.7,0.543,0.494,2.7,3.9,0.681,0.3,2.8,3.1,5.2,2.0,0.2,2.9,2.7,9.9,,Peyton Siva,peyton-siva-1,Big East,SO,G,35,35,975,17.9,0.54,0.359,0.539,398,1.4,11.0,6.3,34.0,4.2,0.7,23.9,21.6,1.7,2.0,3.7,0.153,1.2,4.4,5.7,,Peyton Siva,peyton-siva-1,Peyton Siva,peyton-siva-1
2011-12,Louisville,Big East,JR,G,38,38,31.7,3.2,7.9,0.402,0.4,1.8,0.246,2.7,6.1,0.448,0.43,2.3,3.1,0.739,0.5,2.7,3.2,5.6,1.7,0.1,3.4,3.0,9.1,,Peyton Siva,peyton-siva-1,Big East,JR,G,38,38,1203,13.2,0.485,0.229,0.395,411,1.8,9.7,5.7,35.5,3.2,0.4,26.8,20.3,0.6,2.5,3.1,0.102,-0.9,3.5,2.6,,Peyton Siva,peyton-siva-1,Peyton Siva,peyton-siva-1
2012-13,Louisville,Big East,SR,G,40,40,31.2,3.5,8.6,0.404,1.0,3.3,0.288,2.5,5.3,0.476,0.459,2.1,2.5,0.867,0.3,2.1,2.4,5.7,2.3,0.2,2.7,2.6,10.0,,Peyton Siva,peyton-siva-1,Big East,SR,G,40,40,1247,17.5,0.513,0.384,0.285,463,1.1,8.1,4.5,34.3,4.3,0.6,21.3,20.0,2.3,3.0,5.3,0.17,2.6,4.7,7.3,,Peyton Siva,peyton-siva-1,Peyton Siva,peyton-siva-1
2018-19,Furman,Southern,FR,F,26,0,6.0,0.3,0.8,0.364,0.1,0.5,0.167,0.2,0.4,0.6,0.409,0.0,0.2,0.25,0.3,1.2,1.5,0.2,0.5,0.5,0.3,1.2,0.7,,Jalen Slawson,jalen-slawson-1,Southern,FR,F,26,0,155,11.5,0.397,0.545,0.182,24,6.3,21.7,14.3,6.0,4.9,9.4,25.1,10.6,-0.1,0.5,0.4,0.109,-7.4,5.3,-2.0,,Jalen Slawson,jalen-slawson-1,Jalen Slawson,jalen-slawson-1
2019-20,Furman,Southern,SO,F,32,32,22.6,2.6,5.3,0.497,0.4,1.5,0.265,2.2,3.8,0.592,0.536,1.3,1.7,0.727,1.4,3.7,5.1,1.5,1.1,0.8,1.5,2.7,6.9,,Jalen Slawson,jalen-slawson-1,Southern,SO,F,32,32,724,17.1,0.566,0.29,0.325,242,7.6,19.6,13.6,11.5,2.8,4.4,20.1,17.5,1.2,1.6,2.7,0.15,-1.1,2.1,0.9,,Jalen Slawson,jalen-slawson-1,Jalen Slawson,jalen-slawson-1
2020-21,Furman,Southern,JR,F,25,17,25.5,3.0,5.2,0.569,0.6,1.5,0.368,2.4,3.7,0.652,0.623,2.2,3.2,0.691,1.2,4.1,5.3,2.8,1.2,1.2,2.2,2.9,8.7,,Jalen Slawson,jalen-slawson-1,Southern,JR,F,25,17,637,20.1,0.647,0.292,0.623,241,5.8,18.4,12.3,18.3,2.7,5.4,24.3,17.5,1.5,1.4,2.9,0.181,1.5,3.0,4.5,,Jalen Slawson,jalen-slawson-1,Jalen Slawson,jalen-slawson-1
2021-22,Furman,Southern,SR,F,34,34,30.9,5.2,10.8,0.486,1.2,3.9,0.306,4.0,6.8,0.591,0.542,2.9,3.6,0.795,1.4,6.0,7.4,3.7,1.7,1.7,2.5,2.8,14.5,,Jalen Slawson,jalen-slawson-1,Southern,SR,F,34,34,1050,25.7,0.583,0.366,0.333,509,5.3,24.2,14.7,23.3,3.3,6.2,16.9,25.8,3.1,2.1,5.2,0.198,3.4,3.2,6.6,,Jalen Slawson,jalen-slawson-1,Jalen Slawson,jalen-slawson-1
2022-23,Furman,Southern,SR,F,36,36,30.7,5.4,9.6,0.556,1.1,2.9,0.394,4.2,6.8,0.626,0.615,3.7,4.8,0.775,1.8,5.3,7.1,3.2,1.5,1.5,2.6,2.8,15.6,,Jalen Slawson,jalen-slawson-1,Southern,SR,F,36,36,1104,26.8,0.654,0.3,0.499,560,6.9,20.2,13.6,19.9,2.9,5.3,17.8,24.0,3.9,2.2,6.1,0.22,4.8,2.8,7.6,,Jalen Slawson,jalen-slawson-1,Jalen Slawson,jalen-slawson-1
2018-19,Louisiana State,SEC,FR,G,34,18,29.9,3.9,10.5,0.368,1.2,3.9,0.311,2.6,6.6,0.402,0.426,2.1,2.6,0.839,0.4,2.8,3.3,2.4,1.3,0.1,1.9,1.7,11.1,,Javonte Smart,javonte-smart-1,SEC,FR,G,34,18,1016,12.8,0.473,0.371,0.244,369,1.7,10.6,6.1,14.2,2.5,0.5,13.7,21.7,1.0,1.1,2.2,0.086,0.9,1.6,2.5,,Javonte Smart,javonte-smart-1,Javonte Smart,javonte-smart-1
2019-20,Louisiana State,SEC,SO,G,31,30,34.2,4.6,11.0,0.415,1.5,4.5,0.326,3.1,6.5,0.478,0.482,1.8,2.3,0.814,0.6,2.9,3.5,4.2,1.1,0.2,2.3,1.8,12.5,,Javonte Smart,javonte-smart-1,SEC,SO,G,31,30,1061,15.3,0.516,0.412,0.205,408,2.0,9.0,5.7,21.1,1.8,0.5,15.7,20.3,2.1,0.7,2.8,0.105,2.6,0.1,2.7,,Javonte Smart,javonte-smart-1,Javonte Smart,javonte-smart-1
2020-21,Louisiana State,SEC,JR,G,28,28,35.6,5.8,12.6,0.46,2.5,6.2,0.402,3.3,6.4,0.517,0.56,1.9,2.3,0.857,0.3,3.4,3.7,4.0,1.3,0.1,2.6,1.6,16.0,,Javonte Smart,javonte-smart-1,SEC,JR,G,28,28,997,18.6,0.587,0.494,0.179,439,0.9,9.6,5.5,20.1,1.9,0.3,16.0,21.7,2.6,0.7,3.3,0.133,5.2,0.4,5.6,,Javonte Smart,javonte-smart-1,Javonte Smart,javonte-smart-1
2012-13,Oklahoma State,Big 12,FR,G,33,32,33.5,4.6,11.3,0.404,1.2,4.0,0.29,3.4,7.4,0.465,0.455,5.1,6.5,0.777,1.5,4.3,5.8,4.2,3.0,0.7,3.4,2.8,15.4,AA-2,Marcus Smart,marcus-smart-1,Big 12,FR,G,33,32,1106,24.0,0.532,0.35,0.575,537,5.4,15.3,10.3,26.8,5.3,2.2,18.9,27.2,2.5,2.9,5.4,0.195,4.7,6.2,10.8,AA-2,Marcus Smart,marcus-smart-1,Marcus Smart,marcus-smart-1
2013-14,Oklahoma State,Big 12,SO,G,31,31,32.7,5.3,12.5,0.422,1.6,5.3,0.299,3.7,7.2,0.514,0.486,5.9,8.1,0.728,1.4,4.5,5.9,4.8,2.9,0.6,2.6,2.9,18.0,NABC-AA-3,Marcus Smart,marcus-smart-1,Big 12,SO,G,31,31,1014,26.9,0.552,0.425,0.648,589,5.1,14.9,10.2,30.1,5.0,1.9,14.0,29.2,3.1,2.5,5.6,0.22,6.5,5.5,12.0,NABC-AA-3,Marcus Smart,marcus-smart-1,Marcus Smart,marcus-smart-1
2016-17,Evansville,MVC,FR,G,28,8,22.5,1.9,4.3,.445,0.6,1.8,.327,1.3,2.5,.529,.513,1.0,1.2,.818,0.3,2.4,2.6,2.9,0.8,0.4,1.2,3.0,5.3,,Dru Smith,dru-smith-1,MVC,FR,G,28,8,630,12.9,.553,.412,.277,167,1.4,12.3,7.0,25.0,2.2,2.3,19.7,14.1,0.7,1.0,1.7,.107,-0.9,2.4,1.5,,Dru Smith,dru-smith-1,Dru Smith,dru-smith-1
2017-18,Evansville,MVC,SO,G,22,22,30.2,4.5,7.9,.578,1.2,2.5,.482,3.3,5.3,.624,.656,3.4,4.0,.862,0.5,3.0,3.5,4.6,2.0,0.5,3.2,2.7,13.7,,Dru Smith,dru-smith-1,MVC,SO,G,22,22,665,24.4,.705,.324,.503,306,2.0,11.8,7.1,36.3,4.1,2.0,24.6,23.3,1.9,1.5,3.5,.208,4.0,5.2,9.2,,Dru Smith,dru-smith-1,Dru Smith,dru-smith-1
